,Id,tarih,mevsim,yıl,ay,tatil günü mü,gün,iş günü mü,havadurumu,hava sıcaklığı,hissedilen hava sıcaklığı,nem,rüzgar hızı,kiralanan bisiklet sayısı
145,146,2011-05-26,yaz,2011,5,0,4,1,1,29.041653,32.7344,67.75,13.376014000000000,4677
146,147,2011-05-27,yaz,2011,5,0,5,1,1,27.948347000000000,31.8504,65.375,16.125493,4679
147,148,2011-05-28,yaz,2011,5,0,6,0,1,26.889153,30.61895,72.9583,15.416164000000000,4758
148,149,2011-05-29,yaz,2011,5,0,0,0,1,27.3675,30.777500000000000,81.875,14.333846000000000,4788
149,150,2011-05-30,yaz,2011,5,1,1,0,1,?,33.5546,68.5,8.792075,4098
150,151,2011-05-31,yaz,2011,5,0,2,1,1,31.775000000000000,36.26915,63.6667,7.459043000000000,3982
151,152,2011-06-01,yaz,2011,6,0,3,1,2,31.330847000000000,36.04835,67.7083,13.875164,3974
152,153,2011-06-02,yaz,2011,6,0,4,1,1,29.315000000000000,32.1971,30.5,19.583229000000000,4968
153,154,2011-06-03,yaz,2011,6,0,5,1,1,25.420000000000000,29.356650000000000,35.4167,16.959107,5312
154,155,2011-06-04,yaz,2011,6,0,6,0,1,26.035,29.7348,45.625,8.250514,5342
155,156,2011-06-05,yaz,2011,6,0,0,0,2,26.581653000000000,30.8402,65.25,9.292364000000000,4906
156,157,2011-06-06,yaz,2011,6,0,1,1,1,27.811653,31.0929,60.0,8.167032,4548
157,158,2011-06-07,yaz,2011,6,0,2,1,1,29.0075,32.7975,59.791700000000000,12.583136,4833
158,159,2011-06-08,yaz,2011,6,0,3,1,1,31.809153,36.36395,62.208300000000000,9.166739,4401
159,160,2011-06-09,yaz,2011,6,0,4,1,2,33.141653,37.87895,56.833300000000000,10.042161,3915
160,161,2011-06-10,yaz,2011,6,0,5,1,1,30.955000000000000,35.1646,60.5,9.417118000000000,4586
161,162,2011-06-11,yaz,2011,6,0,6,0,1,29.725000000000000,33.901900000000000,65.45830000000000,10.374950000000000,4966
162,163,2011-06-12,yaz,2011,6,0,0,0,1,28.392500000000000,32.166250000000000,74.7917,10.958989,4460
163,164,2011-06-13,yaz,2011,6,0,1,1,1,26.035,30.082700000000000,49.4583,20.45845,5020
164,165,2011-06-14,yaz,2011,6,0,2,1,1,24.770847,29.5773,50.708300000000000,18.041961,4891
165,166,2011-06-15,yaz,2011,6,0,3,1,1,25.693347,29.3877,47.1667,11.250104000000000,5180
166,167,2011-06-16,yaz,2011,6,0,4,1,2,25.761653000000000,29.767300000000000,68.8333,13.833557,3767
167,168,2011-06-17,yaz,2011,6,0,5,1,1,26.615847000000000,30.01915,73.5833,9.582943000000000,4844
168,169,2011-06-18,yaz,2011,6,0,6,0,1,28.563347,32.197700000000000,67.0417,8.000336000000000,5119
169,170,2011-06-19,yaz,2011,6,0,0,0,2,28.665847,32.292300000000000,66.6667,6.834,4744
170,171,2011-06-20,yaz,2011,6,0,1,1,2,26.035,29.767300000000000,74.625,10.416825,4010
171,172,2011-06-21,sonbahar,2011,6,0,2,1,2,27.914153000000000,31.8823,77.0417,11.458675000000000,4835
172,173,2011-06-22,sonbahar,2011,6,0,3,1,1,?,34.69145,70.75,11.541554,4507
173,174,2011-06-23,sonbahar,2011,6,0,4,1,2,29.861653,34.69165,70.3333,15.999868,4790
174,175,2011-06-24,sonbahar,2011,6,0,5,1,1,29.690847,32.82915,57.3333,14.875675,4991
175,176,2011-06-25,sonbahar,2011,6,0,6,0,1,28.495000000000000,32.16565,48.3333,14.041257,5202
176,177,2011-06-26,sonbahar,2011,6,0,0,0,1,27.880000000000000,31.88145,51.3333,6.333731100000000,5305
177,178,2011-06-27,sonbahar,2011,6,0,1,1,2,27.982500000000000,31.8502,65.8333,7.208396000000000,4708
178,179,2011-06-28,sonbahar,2011,6,0,2,1,1,30.510847000000000,34.6279,63.416700000000000,9.666961000000000,4648
179,180,2011-06-29,sonbahar,2011,6,0,3,1,1,29.861653,32.7344,49.7917,17.542007,5225
180,181,2011-06-30,sonbahar,2011,6,0,4,1,1,28.563347,31.8504,43.416700000000000,12.415904000000000,5515
181,182,2011-07-01,sonbahar,2011,7,0,5,1,1,29.622500000000000,32.6081,39.625,6.8747360000000000,5362
182,183,2011-07-02,sonbahar,2011,7,0,6,0,1,30.271653,33.3654,44.4583,7.709154000000000,5119
183,184,2011-07-03,sonbahar,2011,7,0,0,0,2,29.383347,33.42875,68.25,15.333486,4649
184,185,2011-07-04,sonbahar,2011,7,1,1,0,2,29.793347000000000,33.27085,63.7917,5.4591064,6043
185,186,2011-07-05,sonbahar,2011,7,0,2,1,1,30.613347000000000,34.816900000000000,59.0417,8.459286000000000,4665
186,187,2011-07-06,sonbahar,2011,7,0,3,1,1,29.52,34.28165,74.33330000000000,10.042161,4629
187,188,2011-07-07,sonbahar,2011,7,0,4,1,1,30.75,34.34355,65.125,10.666400000000000,4592
188,189,2011-07-08,sonbahar,2011,7,0,5,1,2,29.075847,33.52415,75.79170000000000,15.083643,4040
189,190,2011-07-09,sonbahar,2011,7,0,6,0,1,30.066653000000000,33.2079,60.9167,11.250104000000000,5336
190,191,2011-07-10,sonbahar,2011,7,0,0,0,1,30.6475,34.50125,57.8333,12.292557,4881
191,192,2011-07-11,sonbahar,2011,7,0,1,1,1,31.2625,36.4902,63.5833,18.916579,4086
192,193,2011-07-12,sonbahar,2011,7,0,2,1,1,32.560847000000000,36.96375,55.9167,13.417018000000000,4258
193,194,2011-07-13,sonbahar,2011,7,0,3,1,1,30.613347000000000,34.4702,63.1667,9.790911,4342
194,195,2011-07-14,sonbahar,2011,7,0,4,1,1,27.914153000000000,31.7552,47.625,16.124689,5084
195,196,2011-07-15,sonbahar,2011,7,0,5,1,1,27.196653000000000,31.21855,59.12500000000000,12.249811,5538
196,197,2011-07-16,sonbahar,2011,7,0,6,0,1,28.153347,31.91315,58.5,13.958914,5923
197,198,2011-07-17,sonbahar,2011,7,0,0,0,1,29.485847,33.49165,60.4167,16.417211,5302
198,199,2011-07-18,sonbahar,2011,7,0,1,1,1,30.613347000000000,35.19625,65.125,14.458868000000000,4458
199,200,2011-07-19,sonbahar,2011,7,0,2,1,1,31.843347,37.37395,65.0417,8.7502,4541
200,201,2011-07-20,sonbahar,2011,7,0,3,1,1,31.501653,37.3425,70.70830000000000,7.625739,4332
201,202,2011-07-21,sonbahar,2011,7,0,4,1,2,33.415,41.31855,69.125,14.875407,3784
202,203,2011-07-22,sonbahar,2011,7,0,5,1,1,34.781653,42.044800000000000,58.0417,8.9177,3387
203,204,2011-07-23,sonbahar,2011,7,0,6,0,1,34.815847,40.214350000000000,50.0,8.791807,3285
204,205,2011-07-24,sonbahar,2011,7,0,0,0,1,34.03,39.74145,55.0833,11.334457,3606
205,206,2011-07-25,sonbahar,2011,7,0,1,1,1,30.476653000000000,36.0479,75.7083,6.0841561,3840
206,207,2011-07-26,sonbahar,2011,7,0,2,1,1,31.638347,34.84895,54.0833,13.417286000000000,4590
207,208,2011-07-27,sonbahar,2011,7,0,3,1,1,31.775000000000000,34.53335,40.291700000000000,12.292021000000000,4656
208,209,2011-07-28,sonbahar,2011,7,0,4,1,1,31.945847,36.995,58.3333,11.958093,4390
209,210,2011-07-29,sonbahar,2011,7,0,5,1,1,34.371653,39.29835,54.25,11.667246,3846
210,211,2011-07-30,sonbahar,2011,7,0,6,0,1,32.970847,36.42685,46.5833,11.291979,4475
211,212,2011-07-31,sonbahar,2011,7,0,0,0,1,33.039153,36.4898,48.0833,11.042471,4302
212,213,2011-08-01,sonbahar,2011,8,0,1,1,1,31.638347,35.1646,55.0833,10.500039,4266
213,214,2011-08-02,sonbahar,2011,8,0,2,1,1,32.116653,35.35355,49.125,13.79195,4845
214,215,2011-08-03,sonbahar,2011,8,0,3,1,2,29.998347,33.99685,65.75,9.084061000000000,3574
215,216,2011-08-04,sonbahar,2011,8,0,4,1,2,29.11,33.2394,75.75,13.20905,4576
216,217,2011-08-05,sonbahar,2011,8,0,5,1,1,29.144153000000000,32.82835,63.083300000000000,12.374632,4866
217,218,2011-08-06,sonbahar,2011,8,0,6,0,2,29.383347,33.807700000000000,75.5,15.29275,4294
218,219,2011-08-07,sonbahar,2011,8,0,0,0,1,?,35.7646,75.2917,13.499629,3785
219,220,2011-08-08,sonbahar,2011,8,0,1,1,1,31.365000000000000,35.16415,59.2083,12.875725000000000,4326
220,221,2011-08-09,sonbahar,2011,8,0,2,1,1,31.775000000000000,36.20605,57.04170000000000,10.125107,4602
221,222,2011-08-10,sonbahar,2011,8,0,3,1,1,31.433347000000000,34.24915,42.4167,13.417286000000000,4780
222,223,2011-08-11,sonbahar,2011,8,0,4,1,1,29.4175,32.57605,42.375,11.041332,4792
223,224,2011-08-12,sonbahar,2011,8,0,5,1,1,29.041653,32.7021,41.5,8.416607,4905
224,225,2011-08-13,sonbahar,2011,8,0,6,0,2,28.119153,32.2929,72.9583,14.167418,4150
225,226,2011-08-14,sonbahar,2011,8,0,0,0,2,27.743347,31.219400000000000,81.75,14.916411,3820
226,227,2011-08-15,sonbahar,2011,8,0,1,1,1,27.299153,30.80835,71.20830000000000,13.999918,4338
227,228,2011-08-16,sonbahar,2011,8,0,2,1,1,28.734153000000000,32.29185,57.8333,15.834043,4725
228,229,2011-08-17,sonbahar,2011,8,0,3,1,1,29.656653,33.33355,57.5417,9.625689000000000,4694
229,230,2011-08-18,sonbahar,2011,8,0,4,1,1,29.178347000000000,33.1129,65.45830000000000,15.624936,3805
230,231,2011-08-19,sonbahar,2011,8,0,5,1,2,28.085,31.661050000000000,72.2917,9.333636000000000,4153
231,232,2011-08-20,sonbahar,2011,8,0,6,0,1,28.5975,32.4498,67.41670000000000,6.999289,5191
232,233,2011-08-21,sonbahar,2011,8,0,0,0,1,29.144153000000000,33.776250000000000,77.0,16.666518,3873
233,234,2011-08-22,sonbahar,2011,8,0,1,1,1,28.358347000000000,31.9127,47.0,18.54225,4758
234,235,2011-08-23,sonbahar,2011,8,0,2,1,1,26.274153,30.303350000000000,45.5417,9.833121,5895
235,236,2011-08-24,sonbahar,2011,8,0,3,1,1,27.606653000000000,31.5346,60.5,16.958236,5130
236,237,2011-08-25,sonbahar,2011,8,0,4,1,2,28.050847000000000,32.2927,77.1667,14.125811000000000,3542
237,238,2011-08-26,sonbahar,2011,8,0,5,1,1,28.7,32.98665,76.125,5.625487500000000,4661
238,239,2011-08-27,sonbahar,2011,8,0,6,0,2,27.880000000000000,31.7778,85.0,25.166339,1115
239,240,2011-08-28,sonbahar,2011,8,0,0,0,1,28.989419000000000,32.39795,56.1765,20.412153,4334
240,241,2011-08-29,sonbahar,2011,8,0,1,1,1,26.103347,30.3979,55.45830000000000,10.708275,4634
241,242,2011-08-30,sonbahar,2011,8,0,2,1,1,26.205847000000000,29.7352,54.833300000000000,8.375536000000000,5204
242,243,2011-08-31,sonbahar,2011,8,0,3,1,1,26.923347,30.556050000000000,59.791700000000000,5.5833311000000000,5058
243,244,2011-09-01,sonbahar,2011,9,0,4,1,1,26.855,30.746050000000000,63.916700000000000,9.500332,5115
244,245,2011-09-02,sonbahar,2011,9,0,5,1,2,26.376653,30.2404,72.70830000000000,9.375243,4727
245,246,2011-09-03,sonbahar,2011,9,0,6,0,1,27.435847,31.66065,71.6667,12.416775,4484
246,247,2011-09-04,sonbahar,2011,9,0,0,0,1,29.075847,33.27145,74.20830000000000,13.833289,4940
247,248,2011-09-05,sonbahar,2011,9,1,1,0,2,27.606653000000000,31.282300000000000,79.0417,14.250632,3351
248,249,2011-09-06,sonbahar,2011,9,0,2,1,3,22.14,25.760000000000000,88.6957,23.044181,2710
249,250,2011-09-07,sonbahar,2011,9,0,3,1,3,24.565847,27.21145,91.7083,6.500393600000000,1996
250,251,2011-09-08,sonbahar,2011,9,0,4,1,3,25.990433000000000,27.76805,93.9565,12.914116,1842
